ID;Sentence;A.1);B.1);C.1);D.1);E.1);E.2);F.1);F.2);G.1);I.1);I.2);L.1);L.2);M.1);M.2);M.3);M.4);N.1);O.1);O.2);P.1)
1034;Ancor più del disegno generale della struttura architettonica, il progetto dell’arredo deve essere elaborato insieme con educatori e pedagoghi;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1035;Le attrezzature per il gioco hanno un ruolo importante anche nell’articolare lo spazio distinguendo ambiti per diverse attività;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1036;Con specifico riferimento agli edifici scolastici le caratteristiche e i requisiti necessari per l'eliminazione delle barriere architettoniche devono interessare non solamente le strutture interne ed esterne, ma anche l'arredamento, i sussidi e le attrezzature necessarie per assicurare lo svolgimento delle attività didattiche, che devono avere caratteristiche particolari per ogni caso di invalidità;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1037;Alla luce del quadro normativo sopra descritto, le scelte progettuali dovranno mirare a soluzioni che garantiscano l’accessibilità, la visibilità e l’adattabilità di tutti gli spazi esterni ed interni del nuovo edificio scolastico;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1038;Le scelte progettuali devono vertere verso soluzioni con forme poco frastagliate, poiché vi sarebbero troppe superfici disperdenti delle pareti; inoltre sarà necessario progettare volumi adeguati e non dispersivi ai fini di non aumentare i volumi da riscaldare;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
1039;Orientare l’edificio scolastico in modo tale da sfruttare al massimo gli apporti energetici gratuiti e la ventilazione naturale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1040;Le soluzioni progettuali devono partire dall’idea di spazio della scuola inteso come ambiente di apprendimento;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1041;Lo spazio, pertanto, deve essere pensato e progettato per chi lo vive, in modo tale che il bambino possa sentirsi accolto, essere parte di esso e lasciare una traccia di sé;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1042;La scuola infanzia diventa uno spazio capace di accogliere e di favorire sia momenti di interazione e condivisione con gli altri, ma anche momento di ricerca del sé e della propria intimità;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
1043;Realizzazione spazi multi dimensionali e polifunzionali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1044;Dotare l'area di attrezzature e di misure finalizzate all'utilizzo dei mezzi di trasporto alternativi e che limitino l’uso di veicoli occupati da singoli individui al fine di ridurre l'inquinamento da traffico automobilistico;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1045;Adottare adeguati criteri di illuminazione per mantenere livelli di illuminazione di sicurezza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1046;Nelle aree occupate in modo continuativo garantire il contatto diretto degli occupanti dell’edificio con l’ambiente esterno attraverso l’illuminazione naturale degli spazi e una adeguata percezione visiva dell’esterno;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1047;La progettazione e l’attuazione di una classe flessibile implicano la rivisitazione degli elementi fondamentali dell’organizzazione dello spazio fisico, orientato alla costruzione di un ambiente di apprendimento, basato sia sull'utilizzo di arredi funzionali agli studenti e alla didattica, sia sulla organizzazione dello spazio fisico e della struttura stessa dell'aula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1048;Le tecnologie digitali e gli arredi si muovono in stretta relazione con gli spazi dell’aula, che vengono modificati ogni volta in base alle esigenze didattiche e, come accade già in diversi Paesi del Nord Europa, l’unità di base non è più l’aula propriamente detta, ma l'ambiente di apprendimento che diviene polifunzionale;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1
1049;Uno spazio concepito secondo una visione di connettività relazionale e multimediale, che consenta diverse modalità di attività informali da svolgere individualmente, in piccoli gruppi o in un gruppo più allargato;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1050;Ecco quindi che la struttura esistente deve essere rivista e ridefinita in modo che corrisponda a questa funzionalità, sia nella struttura, sia negli arredi, con dotazioni flessibili e modulari, abbandonando quelle fisse e monouso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1051;Una conformazione di spazio maggiormente a misura di bambino, all’interno del quale lo stesso si senta il più possibile stimolato in quanto soggetto attivo della sua formazione, inserito in un clima psicologico sereno, favorevole in termini pedagogici ed efficace sul versante didattico;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1052;Deve essere posta attenzione alla corretta insonorizzazione rispetto all'esterno e alla forma e tipologia dei materiali che devono favorire la condizione del suono senza distorsioni;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1053;Con l’obiettivo di considerare lo spazio didattico in piena integrazione con il paese e sempre più come luogo aperto;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1054;L'auditorium come luogo centrale e strategico per raccordare continuamente scuola famiglia territorio nella condivisione di eventi aperti e partecipati, un luogo polivalente in cui si possano realizzare anche conferenze, concerti, spettacoli;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1055;Per questo risulta determinante operare verso l'innovazione degli spazi, la possibilità di usufruire in modo esteso delle tecnologie dell'informazione e della comunicazione, la realizzazione di ambienti flessibili, polivalenti e multilaterali, capaci di sostenere lo studio e motivare l'apprendimento, orientati alla formazione della persona, oltre che all'istruzione, sviluppando competenze di cittadinanza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1056;Una scuola proiettata nel terzo millennio che guarda, quindi, con attenzione allo spazio non solo come elemento fisico, ma soprattutto come luogo di crescita e di sviluppo sociale;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1057;Per questa ragione la descrizione della scuola e dello sviluppo che si progetta individua ambienti che siano polivalenti e multilaterali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1058;Polivalenti, perché capaci di sostenere una didattica innovativa basata sulle nuove tecnologie attenti, alla fruizione per diversi usi e contesti, motivanti e accattivanti, flessibili e versatili, proiettati in avanti e non fissi, immobili senza futuro;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
1059;Superare una didattica orientata esclusivamente allo sviluppo di conoscenze e un modello di lezione solo frontale;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1060;Sviluppare pienamente le potenzialità delle tecnologie digitali creando un ambiente adeguato a supportare pratiche didattiche innovative;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1061;Creare un ambiente di apprendimento moderno e flessibile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1062;Gli spazi progettati dovranno risultare facilmente fruibili dagli utenti, dagli alunni e dal personale docente e non;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1063;Essi dovranno essere concepiti secondo criteri di semplicità, razionalità dell’uso, immediata identificabilità delle funzioni e dei percorsi;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1064;L’aula si doterà di una sorta di doppio in cui si svolgono attività complementari e profondamente diverse da quelle di classe. È quella che si definisce Aula 3.0, uno spazio che riconfigura la sua organizzazione in termini di apertura verso l’esterno, ma che trasforma anche il suo assetto in senso propriamente fisico, tramite modifiche evidenti alla disposizione degli arredi. Il tutto per favorire una didattica innovativa, che privilegia approcci laboratoriali e collaborativi;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1
1065;Le nuove aule dovranno essere ispirate al concetto di Aula 3.0. Lo spazio individuato è più ampio di una classe tradizionale e inoltre dovrà essere cablato per un uso adeguato degli strumenti tecnologici necessari e per organizzare in modo flessibile gli arredi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1066;Le nuove aule dovranno consentire di sviluppare una metodologia didattica attiva che superi il concetto di lezione frontale mettendo gli studenti al centro dei processi di apprendimento adottando un metodo agile e flessibile;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1067;Dovrà essere garantita la disponibilità di un ambiente da riconvertire o di due aule di minore dimensione da destinare alla creazione di un Aula 3.0, con arredi modulari e flessibili per consentire nel tempo eventuali riconfigurazioni degli spazi disponibili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1068;Le soluzioni progettuali dovranno prevedere la permeabilità del suolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1069;I materiali dovranno: avere una durata appropriata, essere protetti dalle intemperie o dall’uso se la durata può essere critica, avere una manutenzione facile o almeno possibile ed avere un costo adeguato all’investimento;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1070;I materiali utilizzati non dovranno derivare da una filiera produttiva inquinante privilegiando materili con una provenienza locale a favore della sostenibilità e della reperibilità futura;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1071;I materiali a progetto dovranno essere di particolar pregio estetico, cioè partecipare al progetto di identità dell’edificio, sia all’esterno che all’interno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1072;Realizzazione di un edificio scolastico che presenti un fabbisogno energetico quasi nullo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1073;Prevedere la possibilità di installazione di dispositivi per la contabilizzazione dei consumi energetici al fine di fornire un monitoraggio in fase di esercizio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1074;Garantire la riduzione dell'uso di acqua potabile tramite il suo utilizzo razionale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1075;Si evidenzia inoltre la opportunità di concepire il nuovo corpo in integrazione armonia collegamento con l’edificio attuale, anche ottimizzando o mettendo in connessione, laddove possibile, gli spazi;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1076;Si concepisce la scuola come un’istituzione che consenta di sviluppare sul territorio il senso di comunità e rinforzare l’appartenenza territoriale;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1077;È aperta in primis agli allievi anche oltre l’orario scolastico, per lo svolgimento delle più diverse attività;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1078;È aperta inoltre ai cittadini come luogo di incontro, come spazio in cui svolgere attività pomeridiane con bambini e ragazzi, corsi per adulti, o attività di consultazione di libri e altre risorse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1079;È aperta al territorio per consentire attività nei propri laboratori didattici in modo da creare una sinergia tra l’ambiente scolastico ed il paese, le associazioni culturali, i musei, la natura, e sostenere tutte le azioni orientate al LLP, LifeLong Learning Programme;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1080;L'ambiente è il primo veicolo di conoscenza;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1081;Inoltre non è trascurabile l'effetto positivo che un ambiente fono acusticamente adeguato è capace di produrre nel miglioramento dell'attenzione, nella capacità di ascolto, nella ricerca di un clima di lavoro sereno orientato alla cooperazione;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;Porte colorate con colore diverso per ogni sezione, per facilitare il riconoscimento della sezione anche ai più piccoli;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1083;Il giardino o cortile è indispensabile. A maggior ragione diviene importante razionalizzare tutte le superfici a disposizione garantendo un ambiente nel complesso confortevole ed esteticamente piacevole, a contatto con il verde;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1084;Poter godere infatti degli spazi aperti è una necessità di prim'ordine per questa fascia d'età;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1085;Nulla vieta di considerare la progettazione di un locale refettorio flessibile, ovvero utilizzabile sia per struttura, sia per arredo, da soggetti di diverse fasce d'età;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1086;L'ipotesi è quella di evitare la creazione di una struttura scolastica avulsa dal contesto urbano per poter esercitare l'attività all'aria aperta spostandosi verso gli spazi condivisi, piuttosto che crearne di nuovi dall'utilizzo limitato perché esclusivo;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1087;Una metafora della scuola aperta al territorio e del luogo fisico ove avviene la crescita e la formazione del cittadino, che incontra la comunità, non estraniandosi dalla stessa, ma inglobandovisi e offrendosi come elemento centrale del proprio sviluppo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1088;Spazi interni flessibili e adattabili alle diverse esigenze della didattica: le aule dovranno essere concepite negli spazi ma soprattutto negli arredi, sia per la lezione frontale che per l’attività di gruppo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
1089;Utilizzo di materiali che privilegino la facilità di manutenzione e la durabilità: nella scelta dei materiali si ritiene determinante privilegiare materiali e soluzioni tecniche che consentano una facile manutenzione;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1090;Utilizzo della luce naturale per la valorizzazione degli spazi: data l’importanza che la luce naturale riveste in ambiente scolastico, si ritiene auspicabile progettare gli spazi didattici, ricreativi, laboratoriali, in grado di ricevere il giusto apporto di luce naturale;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1091;Si rende necessario far pervenire, il più possibile, luce naturale oltre che nelle aule, anche negli spazi interni all’edificio, quali androni;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1092;Il progetto dovrà prevedere delle soluzioni per aumentare la flessibilità delle aule, indicando le soluzioni tecniche per uno storage degli arredi consono ad una didattica moderna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1093;La costruzione del nuovo edificio della scuola dell’infanzia dovrà essere improntato ai più moderni canoni dell’ecosostenibilità, avendo cura di non creare un edificio impattante, rispettoso del contesto di riferimento;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1094;Il progetto dovrà definire una gamma di soluzioni e dispositivi in grado di consentire a tutti gli utenti disabili di muoversi autonomamente e in sicurezza negli spazi e lungo i percorsi degli edifici, prevedendo tutti gli accorgimenti necessari a facilitare l’orientamento, l’accessibilità e l’identificabilità di tutti gli spazi e i servizi;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1095;Perché un edificio si possa definire completamente accessibile, è necessario soddisfare le esigenze di fruibilità degli utenti disabili tenendo conto della specificità di tutte le forme di disabilità;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1096;La predisposizione di un sistema di segnaletica verticale e orizzontale che consenta ad utenti con problemi visivi, auditivi e cognitivi di muoversi nell’edificio e raggiungere la propria destinazione autonomamente e in sicurezza;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1097;L’eliminazione o la segnalazione visiva e tattile di eventuali ostacoli che possano configurarsi come barriere per disabili fisico motori o come pericoli per non vedenti o ipovedenti;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1098;Si dovrà massimizzare, per quanto possibile, l'illuminazione naturale degli ambienti, anche tramite la rimodulazione della distribuzione delle aule scolastiche in funzione dell'orientamento ottimale, consentendo inoltre un'adeguata percezione visiva dell'esterno e la massimizzazione degli apporti energetici gratuiti;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1099;Si dovranno adottare adeguati criteri e sistemi di illuminazione artificiale al fine di massimizzare il comfort visivo e contenere i consumi;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1100;Si dovranno utilizzare materiali fonoassorbenti e o fonoisolanti al fine di massimizzare il comfort acustico all'interno degli ambienti didattici;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1101;Si dovranno adottare, sia all'interno delle aule che all'esterno del complesso scolastico, tonalità di colore adeguate al contesto;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1102;Si dovrà mirare all'ottimizzazione delle prestazioni energetiche annue, con la contestuale minimizzazione dei fabbisogni energetici del complesso scolastico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1103;Nella progettazione del nuovo corpo, dovranno adottarsi tutti gli accorgimenti necessari per dare vita ad un edificio sano e dal massimo comfort;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1104;Si dovrà garantire la riduzione dell'inquinamento indoor e la tutela della salubrità scongiurando la presenza di materiali nocivi, la presenza di composti organici volatili, formaldeide, radon etc;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1105;Si dovranno minimizzare le dispersioni luminose generate dall’edificio e dal sito e ridurre l’impatto negativo indotto dall’illuminazione dell’edificio durante il periodo notturno ovvero adottare opportuni criteri atti ad evitare l’inquinamento luminoso notturno all’esterno del sito, pur garantendo un’adeguata illuminazione di sicurezza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1106;Realizzare il nuovo corpo prevedendo disponibilità di spazi aventi orientamento ottimale per l'integrazione di impianti per la produzione di energia da fonti rinnovabili, in particolare quella solare ove possibile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1107;Favorire l’utilizzo di materiali e prodotti da costruzione estratti e lavorati a distanza limitata, sostenendo in tal modo l’uso di risorse locali e riducendo gli impatti sull’ambiente derivanti dal trasporto;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1108;Promuovere la visibilità delle pratiche sostenibili agli studenti: le scelte progettuali, oltre ad avere efficacia sulla qualità e sostenibilità ambientale del sito e dell'edificio, devono essere uno strumento educativo e di apprendimento per gli studenti, e possono essere utilizzate per integrare lezioni e dimostrare il loro funzionamento diventando esempi concreti per educare gli studenti alla sostenibilità;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;Reinterpretazione degli spazi esistenti per la creazione di ambienti di lavoro didattico flessibili e dinamici, orientati all'uso corrente delle tecnologie, all'apprendimento cooperativo, al learning-by-doing e alla didattica laboratoriale;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1
1110;Accanto al pieno utilizzo delle risorse tecnologiche LIM, Notebook, Tablet, Smartphone e delle tecnologie digitali, lo spazio di apprendimento deve essere concepito secondo una visione di connettività relazionale e multimediale, ovvero deve consentire diverse modalità di attività informali da svolgere individualmente, in piccoli gruppi o in un gruppo più allargato;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1111;Razionalizzazione dello spazio con qualche classe di maggior dimensione delle altre con la possibilità di essere sdoppiate, con pareti mobili, che consentirebbero di tutelare la normativa e affrontare modelli didattici flessibili e variabili nel tempo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
1112;Realizzare uno spazio polivalente in grado di soddisfare le esigenze;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1113;I laboratori devono essere fruibili anche dall’esterno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1114;Obiettivo importante è quello del contenimento dell’uso del territorio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1115;Laboratorio dedicato agli alunni della scuola e fruibile dall’esterno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1116;Laboratorio fruibile dall’esterno, ambiente versatile polifunzionale in grado di soddisfare esigenze plurime;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
1117;La progettazione del nuovo spazio, annesso o collegato alla palestra già esistente, deve essere in grado di sfruttare al massimo lo spazio verde esistente;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1118;Consentire la creazione di spazi didattici luminosi, insonorizzati per garantire la massima quiete possibile per i bambini, ma al contempo trasmettere l’idea di uno spazio aperto in cui i bambini possano uscire nel cortile esterno;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1119;L’dea di uno spazio didattico per la scuola dell’infanzia che possa essere concepito come una linea di continuità tra il dentro e il fuori, con forte integrazione tra didattica d’aula e spazio esterno, risulta aspetto qualificante della progettazione;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1120;Utilizzo di materiali che privilegino la facilità di manutenzione e la durabilità. Nella scelta dei materiali si ritiene determinante privilegiare materiali e soluzioni tecniche che consentano una facile manutenzione;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1121;Tecnologie e design saranno elementi caratterizzanti imprescindibili;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1122;L'intervento deve favorire l'aumento del senso di responsabilità nei ragazzi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1123;L'intervento deve favorire l'aumento della gradevolezza del tempo scuola;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1124;L'intervento deve prevedere il miglioramento estetico degli ambienti;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1125;L'intervento deve prevedere l'aumento del senso di cura dei luoghi comuni;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1126;Si auspica la possibilità di poter accedere almeno visivamente a tutte le buone pratiche di efficientamento energetico e sostenibilità in modo tale che le soluzioni architettoniche e tecnologiche utilizzate a tal proposito diventino elemento di crescita e formazione;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1127;È necessario creare un sistema tecnologico all’interno dell’intero plesso scolastico, adeguato ad ogni fascia d’età e ai diversi approcci didattici;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1128;Il Digitale tra i banchi si esplica attraverso i seguenti obiettivi: dematerializzazione dei servizi siti e portali, comunicazione scuola-famiglia, registro elettronico, gestione dei contenuti didattici multimediali; dotazione tecnologica dei laboratori e delle biblioteche connessioni, computer, lim e proiettori interattivi; dotazioni tecnologiche delle aule connessioni, devices fissi e mobili in dotazione a studenti e docenti, LIM e proiettori interattivi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1129;Le strutture interne alla scuola devono essere in grado di fornire, attraverso cablaggio LAN o wireless, un accesso diffuso, in ogni aula, laboratorio, corridoio e spazio comune contenuti di apprendimento multimediali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1130;L’aula deve diventare un luogo abilitante e aperto, dotata di ambienti flessibili pienamente adeguati all’uso del digitale;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
1131;Questo significa: aule aumentate, cioè con postazioni per la fruizione individuale e collettiva del web e dei contenuti; spazi alternativi per l’apprendimento, cioè aule più grandi, in grado di accogliere più classi, o gruppi-classe in plenaria; laboratori mobili, ovvero dispositivi in carrelli e box mobili a disposizione di tutta la scuola;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1
1132;La progettazione del polo scolastico dovrà perseguire i principi della sostenibilità ambientale, tenendo conto del contesto in cui dovrà essere realizzato;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1133;I nuovi spazi e volumi dovranno essere progettati in modo da minimizzare l'impronta dei nuovi corpi di fabbrica, limitando l'utilizzo del suolo e promuovendo la biodiversità;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1134;L'area del polo scolastico dovrà essere dotata di aree per il parcheggio delle biciclette, box per le riparazioni delle stesse es. prese per il gonfiaggio dei pneumatici, ecc., spazi sosta protetti per gli scuolabus in prossimità degli ingressi;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1135;Promuovere la mobilità sostenibile e ridurre l'inquinamento del traffico automobilistico;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1136;Le soluzioni progettuali dovranno minimizzare l'impatto negativo indotto dall'illuminazione dell'edifico durante il periodo notturno, sia ottimizzando la posizione degli edifici scolastici rispetto ai confini del lotto, e sia mediante l'utilizzo di lampade ad elevata efficienza con sistemi di controllo del flusso luminoso;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1137;La sistemazione dell'area dovrà essere studiata minimizzando le superfici impermeabili, al fine di garantire le infiltrazioni delle acque meteoriche in sito e ridurre il carico fognario;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1138;Dovranno essere previsti sistemi efficienti per il riutilizzo delle acque meteoriche per usi non potabili irrigazione e WC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1139;La nuova scuola concepita con soluzioni all'avanguardia nel campo della sostenibilità ambientale in termini di forme, materiali e impianti tecnologici, diventerà essa stessa uno strumento didattico capace di educare e diffondere tra i suoi studenti la cultura della sostenibilità;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1140;Le scelte progettuali dovranno garantire la riduzione dell'energia primaria non rinnovabile richiesta durante il ciclo di vita del polo scolastico;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
1141;Dovranno essere adottate soluzioni per l'ottimizzazione delle prestazioni energetiche annue tali da raggiungere un fabbisogno energetico molto basso o quasi nullo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
1142;La progettazione dei corpi di fabbrica della nuova scuola, o di parte di essi, dovrà prevedere l'orientamento ottimale per l'integrazione di impianti per la produzione di energia da fonti rinnovabili, quali impianti fotovoltaici integrati alle coperture e inseriti in armonia con le architetture della nuova scuola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1143;La localizzazione degli edifici della nuova scuola dovrà essere studiata tenendo conto della distribuzione delle aule in funzione dell'orientamento ottimale al fine di massimizzare gli apporti energetici gratuiti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
1144;Al fine di garantire la qualità dell'aria interna, sia in termini igienico-sanitari che di gradevolezza è necessario adottare dei sistemi di controllo per verificare che essa non contenga né agenti contaminanti che superino i valori limite di concentrazione gas, vapori, particolato, ecc., né fattori nocivi tossicità, radioattività, ecc.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1145;La progettazione è finalizzata ad ottenere le condizioni acustiche ideali in funzione dell'attività didattica, tenendo conto sia della scelta della forma degli ambienti che della scelta dei materiali di finitura;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1146;Il nuovo Polo Scolastico assume un valore incommensurabile per la crescita culturale del paese;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
